"project","date","survey","region","l.project","l.instr","l.date","l.region","l.path","l.epsg"
"usa_cflra","2015-07-14","2015","US","cflra_lolocreekeldoradocreek","Leica ALS50-II and Leica ALS60","2012","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/cflra_lolocreekeldoradocreek/ALS","26911"
"usa_cflra","2015-08-04","2015","US","cflra_crookedriver","Leica ALS50-II and Leica ALS60","2012","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/cflra_crookedriver/ALS","26911"
"usa_cflra","2015-08-12","2015","US","cflra_twincreek","Optech Gemini","2009","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/cflra_twincreek/ALS","26911"
"usa_cflra","2015-08-17","2015","US","cflra_dutchoven","Leica ALS70","2014","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/cflra_dutchoven/ALS","26911"
"usa_clearcreek","2010-07-07","2010","US","boschetti_idaho_clearcreek","Leica ALS60","2009","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/boschetti_idaho_clearcreek/ALS","26911"
"usa_co","2015-11-09","2015","US","usda_co",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/usda_co/LAS","26913"
"usa_colville","2016-07-07","2016","US","umn_colvillewest_2015","Leica ALS70 HP","2015","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/umn_colvillewest_2015/ALS_reproject","32611"
"usa_colville","2016-07-05","2016","US","umn_colville_2014","Leica ALS60","2014","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/umn_colville_2014/ALS_reproject","32611"
"usa_colville","2016-07-04","2016","US","umn_colville_2012","Leica ALS50","2012","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/umn_colville_2012/ALS","32611"
"usa_colville","2016-11-17","2016","US","umn_colvilleeast_2015","Leica ALS70 HP","2015","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/umn_colvilleeast_2015/ALS_reproject","32611"
"usa_damon","2007-10-27","2007","US","falkowski_damon_2007","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/falkowski_damon_2007/ALS","26911"
"usa_dcef","2009-10-20","2009","US","dcef_nfp_2009","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/dcef_nfp_2009/ALS","26911"
"usa_dcef","2010-07-28","2010","US","dcef_nfp_2010","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/dcef_nfp_2010/ALS","26911"
"usa_dcef","2011-09-01","2011","US","dcef_nfp_2011","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/dcef_nfp_2011/ALS","26911"
"usa_falkowski","2011-08-20","2011","US","umn_mn_falkowski",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/umn_mn_falkowski/ClippedPlots1ha","26919"
"usa_falkowski","2012-05-24","2012","US","umn_mn_falkowski",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/umn_mn_falkowski/ClippedPlots1ha","26919"
"usa_fernan","2015-07-30","2015","US","fernan_fernan","Leica ALS70 and Leica ALS80","2015","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/fernan_fernan/ALS","26911"
"usa_fernan","2015-08-05","2015","US","fernan_tepeepottercreek","Leica ALS70","2014","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/fernan_tepeepottercreek/ALS","26911"
"usa_fitsum","2012-12-31","2012","US","fitsum_southforksalmon","Leica ALS50-II","2008","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/fitsum_southforksalmon/ALS","26911"
"usa_harvard","2014-01-09","2014","US","neon_harv",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D1/HARV/2014/HARV_L1/HARV_Lidar/Unclassified_point_cloud","32618"
"usa_me","2015-06-23","2015","US","usda_me",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/usda_me/LAS","26919"
"usa_mn","2015-07-16","2015","US","usda_mn",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/usda_mn/LAS","26915"
"usa_moscowmtn","2003-05-22","MoscowMtn2003","US","moscowmtn_2003","Leica ALS40","2003","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/moscowmtn_2003/ALS","26911"
"usa_moscowmtn","2009-07-21","MoscowMtn2009","US","moscowmtn_2009","Leica ALS50-II","2009","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/moscowmtn_2009/ALS","26911"
"usa_moscowmtn","2009-08-06","MoscowMtn2009","US","moscowmtn_2007",NA,"2007","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/moscowmtn_2007/ALS","26911"
"usa_newengland","2009-01-01","2009","US","nasa_hubbard",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_hubbard/ALS","32619"
"usa_newengland","2009-01-01","2009","US","nasa_me",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_newengland2009/ALS_ME","32619"
"usa_newengland","2009-01-01","2009","US","nasa_ma",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_newengland2009/ALS_MA","32618"
"usa_nezperce","2002-10-09","2002","US","nezperce","Leica ALS40","2002","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nezperce/ALS","26911"
"usa_or","2015-10-13","2015","US","usda_or",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/usda_or/LAS","26910"
"usa_oregon_metolius","2006-01-01","2006","US","ctcd_metolius",NA,NA,NA,NA,NA
"usa_panj","2015-05-14","2015","US","usda_panj",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/usda_panj/LAS","26918"
"usa_pref","2011-06-08","2011","US","pref_pref","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/pref_pref/ALS","26911"
"usa_pref_fia","2011-12-31","2011","US","pref_fia","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/pref_fia/ALS","26911"
"usa_sc","2015-05-04","2015","US","usda_sc",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/usda_sc/LAS","26917"
"usa_serc","2/4/2008","1","US","stri_serc_Jun2012",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/stri_serc/ALS/SERC_Jun2012/lidar/las","32618"
"usa_sierra","2008-01-01","2008","US","nasa_sierra",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_sierra/Sierra/lascombined","26911"
"usa_slatecreek","2008-12-31","2008","US","slatecreek_2008","Leica ALS50","2006","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/slatecreek_2008/ALS","26911"
"usa_slatecreek","2010-12-31","2010","US","slatecreek_2010","Leica ALS50","2006","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/slatecreek_2010/ALS","26911"
"usa_sonoma","2014-09-26","2014","US","nasa_sonoma",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_sonoma/plots_buf100m_merged_org/LAS","32610"
"usa_sonoma2017_frp","2017-09-05","2017","US","nasa_sonoma",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_sonoma/plots_buf100m_merged_org/LAS","32610"
"usa_sonoma2017_vrp","2017-09-05","2017","US","nasa_sonoma",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_sonoma/plots_buf100m_merged_org/LAS","32610"
"usa_stanley","2010-08-31","2010","US","stanley_stanley","Leica ALS50-II","2010","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/stanley_stanley/ALS","26911"
"usa_stjoe","2004-12-31","2004","US","stjoe","Leica ALS40","2003","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/stjoe/ALS","26911"
"usa_tepeecreek","2014-12-31","2007","US","tepeecreek_2014","Leica ALS50-II","2011","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/tepeecreek_2014","26911"
"usa_upperlolo","2007-12-31","2007","US","upperlolo","Leica ALS50","2006","usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/upperlolo/ALS","26911"
NA,NA,NA,NA,"gsfc_mozambique",NA,NA,"africa","/gpfs/data1/vclgp/data/gedi/incoming/africa/gsfc_mozambique/LiDAR_Data/Zambezi_Delta_Mangroves_LiDAR_Survey/Point_Cloud","32736"
NA,NA,NA,NA,"jpl_mabounie",NA,NA,"africa","/gpfs/data1/vclgp/data/gedi/incoming/africa/jpl_mabounie/ALS","32732"
NA,NA,NA,NA,"tern_alice_mulga",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/alice_mulga/ALS","28353"
NA,NA,NA,NA,"chowilla",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/chowilla/ALS","28354"
NA,NA,NA,NA,"credo",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/credo/ALS","28351"
NA,NA,NA,NA,"litchfield",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/litchfield/ALS","28352"
NA,NA,NA,NA,"rushworth_forests",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/rushworth_forests/ALS","28355"
NA,NA,NA,NA,"gold01",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/gold01/ALS","28356"
NA,NA,NA,NA,"karawatha",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/karawatha/ALS","28356"
NA,NA,NA,NA,"g_aguilarNP",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/g_aguilarNP/ALS","28356"
NA,NA,NA,NA,"warra",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/warra/ALS","28355"
NA,NA,NA,NA,"watts_creek",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/watts_creek/ALS","28355"
NA,NA,NA,NA,"whroo",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/whroo/ALS","28355"
NA,NA,NA,NA,"zigzag_creek",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/zigzag_creek/ALS","28355"
NA,NA,NA,NA,"tern_robson_whole",NA,NA,"australia","/gpfs/data1/vclgp/data/gedi/incoming/australia/tern_robson_whole/ALS","28355"
NA,NA,NA,NA,"whrc_mexico_walker",NA,NA,"centralamerica","/gpfs/data1/vclgp/data/gedi/incoming/centralamerica/whrc_mexico_walker/als","4487"
NA,NA,NA,NA,"ucl_wytham",NA,NA,"europe","/gpfs/data1/vclgp/data/gedi/incoming/europe/ucl_wytham/ALS/discrete_laser/las1.2","27700"
NA,NA,NA,NA,"tellus_sw_uk",NA,NA,"europe","/gpfs/data1/vclgp/data/gedi/incoming/europe/tellus_sw_uk/ALS","32630"
NA,NA,NA,NA,"froscham",NA,NA,"europe","/gpfs/data1/vclgp/data/gedi/incoming/europe/froscham/ALS/LAS_UTM33","32633"
NA,NA,NA,NA,"skidmore_bayerischer",NA,NA,"europe","/gpfs/data1/vclgp/data/gedi/incoming/europe/skidmore_bayerischer/ALS","32632"
NA,NA,NA,NA,"kellner_pfynwald",NA,NA,"europe","/gpfs/data1/vclgp/data/gedi/incoming/europe/kellner_pfynwald/ALS_tiled","32632"
NA,NA,NA,NA,"disney_danum",NA,NA,"seasia","/gpfs/data1/vclgp/data/gedi/incoming/seasia/disney_danum/ALS/flightlines/discrete_laser/las1.2","32650"
NA,NA,NA,NA,"boyd_selangor",NA,NA,"seasia","/gpfs/data1/vclgp/data/gedi/incoming/seasia/boyd_selangor/las1.2","32647"
NA,NA,NA,NA,"jpl_borneo_013",NA,NA,"seasia","/gpfs/data1/vclgp/data/gedi/incoming/seasia/jpl_borneo/Polygon_013_utm_50S/lasclass","32750"
NA,NA,NA,NA,"jpl_borneo_040",NA,NA,"seasia","/gpfs/data1/vclgp/data/gedi/incoming/seasia/jpl_borneo/Polygon_040_utm_49S/lasclass","32749"
NA,NA,NA,NA,"jpl_borneo_139",NA,NA,"seasia","/gpfs/data1/vclgp/data/gedi/incoming/seasia/jpl_borneo/Polygon_139_utm_50N/lasclass","32650"
NA,NA,NA,NA,"jpl_borneo_219",NA,NA,"seasia","/gpfs/data1/vclgp/data/gedi/incoming/seasia/jpl_borneo/Polygon_219_utm_50S/lasclass","32750"
NA,NA,NA,NA,"embrapa_brazil_keller_2008_unknown",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2008/unknown","0"
NA,NA,NA,NA,"embrapa_brazil_keller_2011_unknown",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2011/unknown","0"
NA,NA,NA,NA,"embrapa_brazil_keller_2011_32720",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2011/brazil_32720","32720"
NA,NA,NA,NA,"embrapa_brazil_keller_2012_unknown",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2012/unknown","0"
NA,NA,NA,NA,"embrapa_brazil_keller_2013_unknown",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2013/unknown","0"
NA,NA,NA,NA,"embrapa_brazil_keller_2014_unknown",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2014/unknown","unknown"
NA,NA,NA,NA,"embrapa_brazil_keller_2014_32720",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2014/brazil_32720","32720"
NA,NA,NA,NA,"embrapa_brazil_keller_2014_32721",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2014/brazil_32721","32721"
NA,NA,NA,NA,"embrapa_brazil_keller_2014_32722",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/embrapa_brazil_keller/ALS/LAS_unzip/2014/brazil_32722","32722"
NA,NA,NA,NA,"inpe_brazil_gorgens",NA,NA,"southamerica","/gpfs/data1/vclgp/data/gedi/incoming/southamerica/inpe_brazil_gorgens/als","31979"
NA,NA,NA,NA,"cascadeeastzone",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/southforksalmon/ALS_untreated","26911"
NA,NA,NA,NA,"nasa_sonoma_whole",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_sonoma/ALS_whole","32610"
NA,NA,NA,NA,"nasa_howland",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_howland/Howland_Forest_Jun2012/lidar/las","32619"
NA,NA,NA,NA,"nasa_howland_2009",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/nasa_newengland2009/ALS_ME","32619"
NA,NA,NA,NA,"stri_serc_Oct2011",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/stri_serc/ALS/SERC_Oct2011/lidar/las","32618"
NA,NA,NA,NA,"stri_serc_Mar2012",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/stri_serc/ALS/SERC_Mar2012/lidar/las","32618"
NA,NA,NA,NA,"neon_bart",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D1/BART/2014/BART_L1/BART_Lidar/Unclassified_point_cloud","32619"
NA,NA,NA,NA,"neon_sawb",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D1/SAWB/2014/SAWB_L1/SAWB_Lidar/Unclassified_point_cloud","32619"
NA,NA,NA,NA,"neon_bldr_preflood",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D10/BLDR/2013/preflood/BLDR_L1/BLDR_Lidar/Unclassified_point_cloud","32613"
NA,NA,NA,NA,"neon_bldr_postflood",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D10/BLDR/2013/postflood/BLDR_L1/BLDR_Lidar/Unclassified_point_cloud","32613"
NA,NA,NA,NA,"neon_cper",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D10/CPER/2013/CPER_L1/CPER_Lidar/Unclassified_point_cloud","32613"
NA,NA,NA,NA,"neon_ster",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D10/STER/2013/STER_L1/STER_Lidar/Unclassified_point_cloud","32613"
NA,NA,NA,NA,"neon_prov",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D17/PROV/2013/PROV_L1/PROV_Lidar/Unclassified_point_cloud","32611"
NA,NA,NA,NA,"neon_sjer",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D17/SJER/2013/SJER_L1/SJER_Lidar/Unclassified_point_cloud","32611"
NA,NA,NA,NA,"neon_soap",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D17/SOAP/2013/SOAP_L1/SOAP_Lidar/Unclassified_point_cloud","32611"
NA,NA,NA,NA,"neon_teak",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D17/TEAK/2013/TEAK_L1/TEAK_Lidar/Unclassified_point_cloud","32611"
NA,NA,NA,NA,"neon_dsny",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D3/DSNY/2014/DSNY_L1/DSNY_Lidar/Unclassified_point_cloud","32617"
NA,NA,NA,NA,"neon_jerc",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D3/JERC/2014/JERC_L1/JERC_Lidar/Unclassified_point_cloud","32616"
NA,NA,NA,NA,"neon_osbs",NA,NA,"usa","/gpfs/data1/vclgp/data/gedi/incoming/usa/neon_aop/NEON-AOP-Distro-1.2b/D3/OSBS/2014/OSBS_L1/OSBS_Lidar/Unclassified_point_cloud","32617"
